Artifact_ID,Artifact_Name,Museum_ID,Gallery_No,Period_Dating,Finding_Place,Dimension_ID,Provenance_Note,Description,Source_Link
53,Marichi — Buddhist Goddess,8,Gallery 6,10th–12th century CE,"Panditsvar,Faridpur",,Excavation find,"Depicts Marichi with multiple arms, goddess of dawn. Marichi is a Buddhist goddess associated with dawn, light, and the sun. She is also a protector against fear and danger. This sculpture shows her with three faces and six arms. Her faces are: one smiling, one fierce (with tusks), and one with a sow’s head (her characteristic attribute). She rides a chariot drawn by seven pigs (representing the seven horses of Surya, the sun god). Her arms hold a needle and thread (to sew up the mouths of demons), a branch of the ashoka tree, a vajra, a noose, and a bow and arrow. The sculpture is highly complex and filled with esoteric symbolism. It reflects the tantric Buddhism (Vajrayana) that flourished in Bengal during the Pala period.",
54,Vajrasattva — Buddhist Deity,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Depicts Vajrasattva holding vajra and bell, symbol of purity. Vajrasattva is a primordial bodhisattva in Vajrayana Buddhism, representing the pure, undefiled nature of the mind. This sculpture shows him sitting in vajrasana (full lotus) on a lotus throne. He holds a vajra (thunderbolt) in his right hand at his heart, and a bell (ghanta) in his left hand on his hip. The vajra represents the masculine principle of method (upaya), and the bell represents the feminine principle of wisdom (prajna). Their union symbolizes enlightenment. Vajrasattva wears a crown and elaborate jewelry. His expression is calm and meditative. This sculpture is not just an icon but also a meditation aid, as Vajrasattva is often visualized during purification practices.",
55,Padmapani — Lotus Holder,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Depicts Padmapani holding lotus, compassionate bodhisattva. Padmapani is another name for Avalokiteshvara, emphasizing his role as the lotus-holder. This sculpture is simpler than ID 49, showing him with just two arms. He stands in a straight posture, holding a long-stemmed lotus in his left hand. His right hand is in the varada mudra (gesture of giving). The lotus is fully bloomed, symbolizing the blossoming of enlightenment in the midst of the mud of samsara (worldly existence). The sculpture is less ornate, perhaps belonging to a monastic complex that emphasized austerity over ornamentation. However, the quality of the carving is still high, with the folds of the garment and the petals of the lotus executed with care.",
56,Architectural Fragment — Buddha Panel,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment depicting Buddha seated in meditation. This is a small panel showing the Buddha in bhumisparsha mudra (earth-touching gesture) under a tree. The scene likely represents the moment of his enlightenment. The Buddha’s right hand touches the earth, calling it to witness his victory over Mara (the demon of desire). The tree above is decorated with leaves and fruits, possibly representing the Bodhi tree. The panel is broken at the edges, but the central figure is intact. It was probably part of a larger narrative cycle depicting scenes from the Buddha’s life, arranged around a stupa or temple. The carving is in low relief, suitable for architectural placement where it would be viewed from a distance.",
57,Architectural Fragment — Floral Motif,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment with floral motif, decorative temple element. This fragment features a repeating pattern of flowers and vines, known as the ”floral scroll” motif. It would have run along the edge of a temple wall or ceiling as a border decoration. The flowers are stylized lotuses, and the vines curl in interlocking loops. The carving is shallow but precise, designed to be seen from below. Such decorative elements were not merely fillers but were considered auspicious, representing the abundance and beauty of the divine world. The fragment is weathered on one side but still shows the original crispness of the pattern on the other.",
58,Architectural Fragment — Geometric Design,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment with geometric design, temple ornamentation. This fragment features a geometric pattern of interlocking squares and diamonds, similar to a lattice. Such designs were used in temple floors, ceilings, and window screens (jalis). The geometric precision required careful measurement and carving. This fragment likely came from a floor where the pattern would be seen underfoot. The stone is worn smooth from centuries of foot traffic. Geometric designs in Indian temple architecture are not arbitrary; they are based on sacred geometry and mandalas, representing the ordered structure of the cosmos. This simple fragment thus carries deep cosmological significance.",
59,Architectural Fragment — Lotus Base,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment with lotus base motif, common in temple architecture. This is the lower portion of a temple pillar or wall, carved with lotus petals arranged in layers. The lotus base (padmapitha) is a standard element in Indian temple architecture; it represents the cosmic ocean from which creation emerges. The petals are thick and fleshy, each one individually carved. The fragment shows only a few rows of petals, but originally there would have been many. The base is wider than the shaft, creating a stable foundation. The polish on this fragment is exceptionally well preserved, indicating it was in an interior space protected from weather.",
60,Architectural Fragment — Pillar Capital,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment of pillar capital with ornate carving. The capital is the topmost part of a pillar, where it supports the beam above. This fragment shows a design of seated lions with foliate tails, arranged in a circle. The lions are stylized, with open mouths and raised paws. Above them is an abacus (flat slab) carved with a lotus motif. Such lion capitals are reminiscent of the famous Ashokan pillars but in a later, more ornate style. The carving is in the round, meant to be seen from all sides. The fragment is heavy and thick, suggesting it supported a significant weight. It likely came from a large temple mandapa (hall).",
61,Architectural Fragment — Ceiling Panel,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment of ceiling panel with geometric and floral motifs. This is a square panel that would have been one of many forming a coffered ceiling. The design is a central lotus surrounded by concentric rings of geometric patterns, including triangles and circles. At the corners are small flowers. The panel is deeply recessed, creating a strong play of light and shadow when viewed from below. Such ceilings were common in temple mandapas and were designed to mimic the dome of the sky. The fragment is broken on one corner but the central lotus remains intact. The carving shows evidence of tool marks, giving insight into the stoneworking techniques of the period.",
62,Architectural Fragment — Temple Wall Relief,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment of temple wall relief showing deity figures. This larger fragment preserves two standing deity figures, probably a male and a female. Only the lower halves of the bodies remain: the male’s legs in a dhoti, the female’s legs in a sari with elegant jewelry on the ankles. Between them is a pilaster (decorative column). The relief is about 30 cm tall, suggesting the original scene was life-size or larger. The style of the carving (slender proportions, delicate jewelry) points to the Sena period (12th century). The fragment is broken unevenly, so the identities of the deities cannot be determined, but it is a valuable piece for understanding temple decoration.",
63,Architectural Fragment — Decorative Border,8,Gallery 6,10th–12th century CE,Bangladesh,,Excavation find,"Fragment with decorative border motif from temple ruins. This long, narrow fragment (approx. 15 cm x 60 cm) features a continuous border of intertwined vines and leaves, known as the ”vine scroll” motif. At intervals, a flower or fruit emerges from the vine. This border would have run along the edge of a wall or a door frame. The carving is in low relief and repetitive, suggesting it was done by less skilled craftsmen under the supervision of a master. Despite its simplicity, it effectively frames the larger scenes it once bordered. The stone shows slight weathering, but the pattern is still clear.",
